Cockatrice Eye,Dragon Head,Lich Skull,Unicorn Horn,Zombie Hand,Tax Assessed
0,0,0,0,4,0 gp 8 sp
0,0,0,1,4,3 gp 0 sp
0,0,0,1,4,3 gp 0 sp
2,2,3,0,3,30 gp 0 sp
1,2,3,1,3,30 gp 4 sp
2,2,3,1,2,32 gp 0 sp
7,0,1,2,10,10 gp 4 sp
0,0,2,1,2,9 gp 3 sp
0,0,1,1,2,4 gp 2 sp
0,0,1,0,1,1 gp 2 sp
5,0,2,5,9,7 gp 8 sp
5,0,2,5,9,7 gp 8 sp
2,0,0,5,0,5 gp 8 sp
1,0,0,6,0,6 gp 0 sp
1,0,3,8,12,23 gp 0 sp
6,2,2,4,6,51 gp 0 sp
5,3,2,5,5,23 gp 2 sp
0,0,3,2,6,16 gp 8 sp
0,0,2,3,5,15 gp 3 sp
0,1,1,2,4,13 gp 8 sp
0,0,2,2,4,12 gp 6 sp
0,1,2,2,4,16 gp 8 sp
0,0,1,3,3,11 gp 1 sp
0,0,1,2,3,9 gp 0 sp
3,0,0,2,3,0 gp 0 sp
3,0,0,2,2,0 gp 0 sp
3,1,0,2,2,3 gp 0 sp
2,0,0,2,2,3 gp 0 sp
0,1,1,0,0,4 gp 8 sp
0,1,1,1,0,9 gp 3 sp
0,1,0,0,0,2 gp 8 sp
0,1,0,0,0,2 gp 8 sp
0,2,2,0,1,19 gp 2 sp
0,1,2,0,1,10 gp 8 sp
0,2,2,0,0,18 gp 6 sp
0,2,2,0,0,18 gp 6 sp
0,1,0,1,8,11 gp 1 sp
0,1,0,0,8,9 gp 0 sp
0,1,0,0,7,5 gp 6 sp
0,2,1,2,5,30 gp 4 sp
0,1,1,1,5,12 gp 3 sp
0,2,1,2,5,30 gp 4 sp
0,2,0,1,4,17 gp 1 sp
4,0,0,1,3,0 gp 0 sp
4,0,0,1,3,0 gp 0 sp
3,0,0,0,3,0 gp 0 sp
3,0,0,3,0,0 gp 0 sp
3,0,0,3,0,0 gp 0 sp
2,0,0,3,0,3 gp 9 sp
2,0,0,3,0,3 gp 9 sp
2,1,0,2,1,6 gp 6 sp
2,0,1,2,1,5 gp 4 sp
2,1,0,2,1,6 gp 6 sp
1,0,0,2,0,0 gp 0 sp
2,1,0,2,0,6 gp 0 sp
0,1,0,3,5,13 gp 5 sp
0,1,0,3,5,13 gp 5 sp
1,1,0,3,5,9 gp 3 sp
0,1,0,2,4,10 gp 8 sp
0,1,0,3,4,12 gp 9 sp
0,0,2,0,0,2 gp 0 sp
0,0,2,0,0,2 gp 0 sp
0,0,2,0,0,2 gp 0 sp
0,0,1,0,0,1 gp 0 sp
3,3,2,0,12,54 gp 0 sp
3,3,1,0,11,36 gp 0 sp
3,0,3,3,0,15 gp 6 sp
4,0,4,3,0,22 gp 0 sp
0,0,0,7,1,12 gp 8 sp
0,0,0,7,1,12 gp 8 sp
2,0,2,0,8,8 gp 4 sp
2,0,2,0,7,7 gp 8 sp
2,0,3,0,7,10 gp 8 sp
0,0,1,0,0,1 gp 0 sp
1,0,0,0,0,0 gp 0 sp
2,3,2,3,4,59 gp 5 sp
2,2,2,3,4,35 gp 2 sp
2,2,1,3,3,30 gp 4 sp
1,0,0,0,2,0 gp 0 sp
2,0,0,0,1,0 gp 0 sp
1,0,0,0,1,0 gp 0 sp
1,0,0,0,1,0 gp 0 sp
0,0,1,3,0,9 gp 3 sp
1,0,0,3,0,0 gp 0 sp
0,0,0,3,0,4 gp 2 sp
1,0,1,3,0,5 gp 1 sp
1,0,0,3,0,0 gp 0 sp
0,0,2,3,0,12 gp 3 sp
1,0,2,2,0,6 gp 0 sp
1,0,2,3,0,8 gp 1 sp
0,0,1,2,0,4 gp 8 sp
0,0,2,3,0,12 gp 3 sp
1,0,3,5,13,18 gp 2 sp
1,0,2,5,12,15 gp 2 sp
0,0,0,0,11,2 gp 2 sp
1,0,1,0,11,5 gp 4 sp
2,0,0,4,7,10 gp 2 sp
1,0,1,5,7,10 gp 2 sp
1,0,0,5,6,7 gp 2 sp
1,1,2,2,7,21 gp 2 sp
1,0,2,1,7,8 gp 1 sp
1,1,2,2,7,21 gp 2 sp
2,0,2,1,7,9 gp 9 sp
5,0,7,3,28,70 gp 5 sp
0,4,9,8,0,61 gp 0 sp
1,0,0,4,7,8 gp 4 sp
0,0,0,4,7,12 gp 6 sp
1,0,0,5,7,7 gp 8 sp
0,0,2,2,0,10 gp 2 sp
0,0,1,3,0,9 gp 3 sp
0,0,1,3,0,9 gp 3 sp
0,0,2,3,0,12 gp 3 sp
0,0,1,2,0,4 gp 8 sp
3,0,0,3,6,3 gp 3 sp
2,0,1,3,6,10 gp 5 sp
2,0,0,4,5,9 gp 0 sp
2,0,0,4,5,9 gp 0 sp
2,2,0,2,4,24 gp 4 sp
3,3,0,2,4,32 gp 0 sp
2,2,0,3,3,26 gp 4 sp
1,2,3,0,0,25 gp 2 sp
1,1,3,0,0,9 gp 0 sp
1,1,3,0,0,9 gp 0 sp
1,0,1,0,2,0 gp 0 sp
1,0,2,0,1,0 gp 0 sp
1,0,2,0,1,0 gp 0 sp
0,0,1,0,1,1 gp 2 sp
2,2,1,0,1,13 gp 8 sp
2,1,1,0,1,5 gp 4 sp
2,1,3,2,5,26 gp 0 sp
1,1,3,3,5,26 gp 4 sp
2,1,3,2,5,26 gp 0 sp
11,0,9,0,27,69 gp 0 sp
0,2,0,0,2,13 gp 8 sp
0,1,0,0,2,3 gp 6 sp
0,2,0,0,2,13 gp 8 sp
0,0,2,3,8,17 gp 1 sp
0,0,2,3,7,16 gp 5 sp
0,0,2,4,7,24 gp 8 sp
0,0,2,4,7,24 gp 8 sp
0,5,5,14,6,71 gp 5 sp
0,3,0,0,0,21 gp 0 sp
2,0,3,1,11,22 gp 4 sp
2,0,2,1,11,18 gp 4 sp
2,0,2,0,2,4 gp 8 sp
2,0,1,0,2,0 gp 0 sp
2,0,1,0,2,0 gp 0 sp
0,7,0,0,26,117 gp 0 sp
0,0,1,2,7,11 gp 4 sp
1,0,1,1,7,5 gp 1 sp
0,0,1,1,7,9 gp 3 sp
0,0,0,1,6,3 gp 8 sp
0,1,1,3,0,13 gp 5 sp
0,2,0,3,0,18 gp 9 sp
0,1,1,4,0,15 gp 6 sp
0,1,1,3,0,13 gp 5 sp
5,2,3,0,27,60 gp 0 sp
1,1,2,4,1,22 gp 0 sp
2,1,2,5,1,14 gp 8 sp
2,1,2,4,0,23 gp 6 sp
0,0,1,3,0,9 gp 3 sp
0,0,1,2,0,4 gp 8 sp
1,0,1,3,0,5 gp 1 sp
0,0,1,3,0,9 gp 3 sp
0,1,1,2,0,11 gp 4 sp
0,0,0,1,0,1 gp 4 sp
0,0,0,1,0,1 gp 4 sp
0,0,0,1,0,1 gp 4 sp
2,1,0,4,2,11 gp 4 sp
2,1,0,3,2,9 gp 3 sp
2,1,0,3,2,9 gp 3 sp
2,1,0,3,2,9 gp 3 sp
1,0,0,0,6,0 gp 0 sp
1,0,0,0,6,0 gp 0 sp
0,0,0,0,6,1 gp 2 sp
0,0,0,1,6,3 gp 8 sp
1,0,0,1,5,0 gp 0 sp
0,0,1,2,2,5 gp 6 sp
0,0,1,2,1,5 gp 2 sp
0,0,2,2,1,10 gp 8 sp
0,0,1,2,1,5 gp 2 sp
0,0,2,1,1,5 gp 8 sp
1,0,0,3,6,5 gp 7 sp
2,0,0,3,6,7 gp 5 sp
2,0,0,3,6,7 gp 5 sp
2,0,0,3,5,6 gp 9 sp
2,0,0,3,5,6 gp 9 sp
0,0,3,0,4,3 gp 8 sp
0,0,2,0,3,2 gp 6 sp
0,0,2,0,3,2 gp 6 sp
0,2,0,1,7,18 gp 9 sp
0,2,0,2,7,21 gp 0 sp
0,1,0,2,7,12 gp 6 sp
0,1,0,1,6,9 gp 9 sp
0,1,2,0,4,12 gp 6 sp
0,0,2,0,4,2 gp 8 sp
0,1,1,0,4,9 gp 6 sp
0,0,1,0,4,1 gp 8 sp
0,0,2,0,3,2 gp 6 sp
0,2,0,0,3,14 gp 4 sp
1,1,1,0,3,4 gp 8 sp
0,1,1,0,3,9 gp 0 sp
0,2,1,0,3,17 gp 4 sp
0,1,1,0,2,5 gp 6 sp
2,1,0,2,0,6 gp 0 sp
2,0,0,3,0,3 gp 9 sp
2,0,0,3,0,3 gp 9 sp
1,1,0,3,0,6 gp 3 sp
2,1,0,3,0,8 gp 1 sp
0,0,0,2,26,26 gp 4 sp
1,2,2,4,0,32 gp 4 sp
2,2,2,5,0,21 gp 2 sp
1,3,3,4,0,61 gp 0 sp
0,2,2,1,10,35 gp 6 sp
1,2,2,0,10,29 gp 2 sp
0,3,3,0,9,47 gp 2 sp
3,0,0,1,5,0 gp 0 sp
2,0,0,1,5,0 gp 0 sp
3,0,0,0,4,0 gp 0 sp
3,0,0,0,4,0 gp 0 sp
2,0,0,1,5,0 gp 0 sp
3,0,0,1,5,0 gp 0 sp
2,1,1,1,0,6 gp 9 sp
2,1,1,0,0,4 gp 8 sp
2,2,1,1,0,15 gp 3 sp
2,1,2,0,0,7 gp 8 sp
2,2,2,0,0,23 gp 6 sp
2,1,0,0,1,0 gp 0 sp
1,1,0,0,0,0 gp 0 sp
2,1,1,0,0,4 gp 8 sp
2,2,0,0,0,10 gp 2 sp
0,1,0,6,12,20 gp 0 sp
0,1,0,7,12,21 gp 8 sp
1,1,1,0,5,6 gp 0 sp
0,0,1,0,5,2 gp 0 sp
0,0,1,0,4,1 gp 8 sp
0,0,2,0,4,2 gp 8 sp
1,4,0,5,7,32 gp 2 sp
1,3,0,6,7,27 gp 0 sp
0,0,2,0,6,3 gp 2 sp
0,0,2,0,5,3 gp 0 sp
0,0,2,0,5,3 gp 0 sp
0,0,3,0,5,4 gp 0 sp
1,2,3,1,0,28 gp 0 sp
1,1,2,1,0,8 gp 1 sp
2,1,2,0,0,7 gp 8 sp
1,2,4,0,12,38 gp 8 sp
1,1,5,0,11,30 gp 8 sp
0,0,0,3,5,9 gp 3 sp
0,0,0,3,5,9 gp 3 sp
0,0,0,3,5,9 gp 3 sp
0,0,0,3,5,9 gp 3 sp
0,0,3,1,3,12 gp 9 sp
1,0,2,0,3,3 gp 6 sp
0,0,3,0,2,3 gp 4 sp
11,6,3,0,24,113 gp 0 sp
1,0,0,2,1,0 gp 0 sp
1,0,0,2,1,0 gp 0 sp
1,0,0,3,1,0 gp 0 sp
1,0,0,3,0,0 gp 0 sp
1,0,9,0,0,32 gp 4 sp
0,0,4,0,0,4 gp 0 sp
0,0,4,0,0,4 gp 0 sp
1,1,1,2,1,7 gp 8 sp
1,0,1,2,1,3 gp 6 sp
2,0,1,2,0,4 gp 8 sp
1,1,1,3,0,9 gp 3 sp
1,0,2,2,0,6 gp 0 sp
3,2,0,3,2,22 gp 0 sp
2,2,0,3,2,25 gp 6 sp
3,2,0,3,1,21 gp 2 sp
1,0,1,1,2,0 gp 0 sp
1,0,2,2,2,7 gp 2 sp
2,0,2,2,2,9 gp 0 sp
1,0,2,2,1,6 gp 6 sp
1,0,2,2,1,6 gp 6 sp
0,3,1,6,0,30 gp 5 sp
0,3,1,6,0,30 gp 5 sp
6,7,0,9,0,52 gp 2 sp
2,0,0,1,10,5 gp 7 sp
3,0,0,1,9,0 gp 9 sp
3,0,0,1,9,0 gp 9 sp
0,2,1,0,10,21 gp 6 sp
0,3,2,0,10,44 gp 0 sp
3,0,0,7,8,8 gp 8 sp
2,0,0,8,8,15 gp 0 sp
0,0,1,1,6,5 gp 8 sp
0,0,2,1,6,11 gp 7 sp
0,0,1,1,6,5 gp 8 sp
0,0,2,1,6,11 gp 7 sp
3,1,2,4,2,21 gp 6 sp
4,1,2,5,2,12 gp 2 sp
3,1,2,4,2,21 gp 6 sp
6,3,5,0,4,64 gp 0 sp
5,3,4,0,4,56 gp 0 sp
4,0,2,2,5,15 gp 2 sp
3,0,1,2,5,3 gp 6 sp
3,0,1,2,5,3 gp 6 sp
7,4,8,5,26,52 gp 8 sp
5,0,1,9,6,10 gp 8 sp
0,1,1,0,2,5 gp 6 sp
0,1,2,0,2,11 gp 4 sp
0,1,2,0,2,11 gp 4 sp
0,1,2,0,2,11 gp 4 sp
0,1,1,0,1,5 gp 2 sp
2,0,0,0,3,0 gp 0 sp
2,1,0,0,3,3 gp 6 sp
1,1,0,0,3,0 gp 0 sp
2,0,1,0,2,0 gp 0 sp
2,1,0,0,2,3 gp 0 sp
0,0,0,13,22,33 gp 8 sp
1,0,0,2,0,0 gp 0 sp
1,0,0,2,0,0 gp 0 sp
1,0,1,2,0,3 gp 0 sp
1,0,0,3,0,0 gp 0 sp
0,3,2,8,5,39 gp 0 sp
0,2,2,7,5,30 gp 2 sp
0,0,2,3,4,14 gp 7 sp
1,1,1,3,4,11 gp 7 sp
0,0,2,3,4,14 gp 7 sp
0,0,2,3,3,14 gp 1 sp
0,0,1,3,3,11 gp 1 sp
1,0,2,3,2,9 gp 3 sp
1,0,2,2,2,7 gp 2 sp
1,0,2,3,2,9 gp 3 sp
2,2,0,0,6,13 gp 8 sp
1,1,0,0,6,3 gp 6 sp
1,1,1,0,5,6 gp 0 sp
2,2,0,0,5,13 gp 2 sp
1,1,1,1,0,5 gp 1 sp
1,1,1,1,0,5 gp 1 sp
1,1,0,2,0,4 gp 2 sp
1,2,1,1,0,13 gp 5 sp
0,2,2,0,2,19 gp 8 sp
0,2,1,0,1,16 gp 2 sp
0,2,2,0,1,19 gp 2 sp
0,1,1,0,1,5 gp 2 sp
0,3,0,14,0,42 gp 0 sp
5,2,0,5,7,12 gp 2 sp
4,2,0,5,7,16 gp 8 sp
0,2,0,0,4,15 gp 0 sp
0,1,1,0,4,9 gp 6 sp
0,1,1,0,4,9 gp 6 sp
0,1,1,0,4,9 gp 6 sp
1,1,1,0,4,5 gp 4 sp
2,0,0,0,6,0 gp 0 sp
2,0,0,0,6,0 gp 0 sp
2,0,0,0,6,0 gp 0 sp
2,0,0,0,5,0 gp 0 sp
2,0,0,0,5,0 gp 0 sp
0,0,0,2,0,2 gp 8 sp
0,1,0,1,0,4 gp 2 sp
0,0,0,2,0,2 gp 8 sp
1,1,0,1,0,0 gp 0 sp
1,1,0,2,0,4 gp 2 sp
2,2,1,4,0,30 gp 8 sp
3,1,1,3,0,13 gp 2 sp
3,1,1,4,0,16 gp 0 sp
2,0,0,6,0,7 gp 5 sp
3,0,0,7,0,4 gp 8 sp
0,0,0,7,6,15 gp 2 sp
0,0,0,6,6,13 gp 5 sp
0,3,1,2,3,40 gp 0 sp
0,3,2,2,3,44 gp 0 sp
0,2,0,0,5,15 gp 6 sp
0,1,0,0,4,4 gp 4 sp
0,2,0,0,4,15 gp 0 sp
0,2,0,0,4,15 gp 0 sp
11,5,1,8,4,30 gp 5 sp
4,2,0,0,0,7 gp 8 sp
4,1,0,0,0,0 gp 0 sp
0,3,0,3,18,50 gp 8 sp
2,7,5,10,3,74 gp 0 sp
0,0,0,2,0,2 gp 8 sp
0,0,1,2,0,4 gp 8 sp
0,0,0,1,0,1 gp 4 sp
1,0,2,1,0,3 gp 9 sp
1,0,1,1,0,0 gp 0 sp
1,0,2,2,0,6 gp 0 sp
1,0,2,1,0,3 gp 9 sp
1,0,2,1,0,3 gp 9 sp
3,1,0,0,9,3 gp 0 sp
4,0,0,0,8,0 gp 0 sp
0,1,0,5,0,12 gp 2 sp
0,1,1,5,0,14 gp 8 sp
0,1,1,5,0,14 gp 8 sp
0,0,0,7,2,13 gp 2 sp
0,0,0,8,2,15 gp 0 sp
0,1,1,2,4,13 gp 8 sp
0,1,1,2,4,13 gp 8 sp
1,1,2,2,4,18 gp 8 sp
3,0,2,1,3,3 gp 3 sp
3,0,2,1,2,2 gp 7 sp
4,0,3,0,2,5 gp 4 sp
2,1,0,1,2,5 gp 1 sp
2,1,0,0,2,3 gp 0 sp
3,1,0,0,1,0 gp 0 sp
2,0,0,0,1,0 gp 0 sp
2,1,0,0,1,0 gp 0 sp
0,0,0,4,10,14 gp 4 sp
0,0,0,5,10,13 gp 8 sp
10,4,0,11,0,28 gp 8 sp
0,2,0,0,7,16 gp 8 sp
0,2,0,0,6,16 gp 2 sp
0,1,0,0,6,5 gp 2 sp
0,1,0,2,0,5 gp 6 sp
0,1,1,3,0,13 gp 5 sp
0,1,1,3,0,13 gp 5 sp
0,1,1,3,0,13 gp 5 sp
1,0,1,4,5,10 gp 2 sp
0,0,1,4,4,13 gp 8 sp
0,0,1,3,4,11 gp 7 sp
1,0,3,0,2,6 gp 0 sp
1,0,3,0,2,6 gp 0 sp
2,0,3,1,1,9 gp 3 sp
5,0,5,2,0,19 gp 6 sp
10,4,0,0,16,65 gp 0 sp
3,3,2,3,6,58 gp 5 sp
3,3,1,3,6,53 gp 5 sp
0,0,3,1,2,12 gp 3 sp
0,0,3,0,2,3 gp 4 sp
0,0,3,0,1,3 gp 2 sp
1,0,0,2,4,0 gp 0 sp
2,0,0,2,4,4 gp 2 sp
1,0,0,3,3,3 gp 9 sp
2,0,0,3,3,5 gp 7 sp
2,0,0,2,3,3 gp 6 sp
3,0,2,3,0,5 gp 7 sp
4,0,2,3,0,14 gp 0 sp
4,0,2,2,0,5 gp 4 sp
2,1,1,0,2,6 gp 0 sp
2,1,1,0,2,6 gp 0 sp
2,0,1,0,1,0 gp 0 sp
2,1,1,0,1,5 gp 4 sp
0,0,5,1,11,31 gp 6 sp
0,0,4,2,10,29 gp 6 sp
2,0,1,2,6,8 gp 4 sp
1,1,1,2,6,10 gp 8 sp
2,1,1,2,6,18 gp 8 sp
1,1,1,3,5,18 gp 4 sp
2,1,1,3,5,20 gp 8 sp
4,2,0,0,0,7 gp 8 sp
5,1,1,0,0,0 gp 0 sp
1,0,0,2,7,4 gp 2 sp
1,0,0,2,7,4 gp 2 sp
1,1,2,0,12,19 gp 6 sp
1,0,2,0,12,9 gp 0 sp
6,4,7,3,25,119 gp 5 sp
2,0,1,0,8,5 gp 4 sp
3,0,0,0,8,0 gp 0 sp
3,0,0,0,7,0 gp 0 sp
4,0,2,3,10,22 gp 0 sp
4,0,2,3,10,22 gp 0 sp
3,0,2,3,9,18 gp 8 sp
0,0,1,1,1,3 gp 8 sp
0,0,1,1,1,3 gp 8 sp
1,0,1,0,1,0 gp 0 sp
2,2,2,2,1,30 gp 0 sp
2,1,1,2,1,9 gp 6 sp
2,1,1,1,0,6 gp 9 sp
3,2,1,2,0,21 gp 6 sp
7,0,0,8,0,0 gp 5 sp
1,0,2,0,1,0 gp 0 sp
0,0,1,0,1,1 gp 2 sp
1,0,2,0,0,0 gp 0 sp
0,1,1,0,0,4 gp 8 sp
0,1,2,0,0,10 gp 2 sp
1,0,0,5,4,6 gp 2 sp
1,0,0,4,3,6 gp 0 sp
0,0,0,4,3,10 gp 2 sp
1,3,1,0,2,30 gp 0 sp
2,3,0,0,2,19 gp 8 sp
1,0,2,2,0,6 gp 0 sp
1,0,2,3,0,8 gp 1 sp
0,0,2,2,0,10 gp 2 sp
1,0,2,3,0,8 gp 1 sp
0,0,2,2,1,10 gp 8 sp
0,0,3,2,0,13 gp 2 sp
0,0,3,2,0,13 gp 2 sp
7,0,0,6,19,6 gp 5 sp
3,1,0,1,0,0 gp 0 sp
2,1,0,0,0,0 gp 0 sp
2,2,0,1,0,12 gp 3 sp
3,1,0,0,0,0 gp 0 sp
0,0,1,1,1,3 gp 8 sp
0,0,1,2,0,4 gp 8 sp
0,0,2,1,0,5 gp 4 sp
0,0,1,2,0,4 gp 8 sp
2,1,1,0,2,6 gp 0 sp
2,1,1,1,2,8 gp 1 sp
1,1,1,1,1,5 gp 7 sp
2,0,1,0,1,0 gp 0 sp
1,0,1,0,1,0 gp 0 sp
2,2,1,0,6,24 gp 4 sp
2,2,1,0,6,24 gp 4 sp
3,2,0,0,5,9 gp 0 sp
1,0,2,2,1,6 gp 6 sp
1,0,2,2,0,6 gp 0 sp
1,1,1,1,0,5 gp 1 sp
1,0,2,1,0,3 gp 9 sp
1,0,2,1,0,3 gp 9 sp
0,0,0,2,2,3 gp 6 sp
1,1,0,2,2,5 gp 4 sp
0,0,0,2,2,3 gp 6 sp
0,1,0,1,1,4 gp 6 sp
0,0,0,2,1,3 gp 2 sp
0,1,0,0,3,4 gp 0 sp
0,1,0,0,3,4 gp 0 sp
0,1,0,1,3,5 gp 4 sp
0,1,0,1,3,5 gp 4 sp
0,2,4,1,0,35 gp 6 sp
0,1,4,2,0,27 gp 2 sp
0,0,2,0,0,2 gp 0 sp
0,0,1,0,0,1 gp 0 sp
0,0,1,0,0,1 gp 0 sp
0,0,1,0,0,1 gp 0 sp
0,0,1,0,0,1 gp 0 sp
0,0,0,0,2,0 gp 4 sp
0,1,0,0,1,3 gp 2 sp
1,1,0,0,1,0 gp 0 sp
0,1,0,0,1,3 gp 2 sp
0,1,0,0,1,3 gp 2 sp
1,1,1,1,3,6 gp 9 sp
1,1,0,1,3,3 gp 9 sp
0,1,0,1,3,5 gp 4 sp
1,1,0,1,2,3 gp 3 sp
0,1,0,2,2,9 gp 6 sp
5,6,5,5,18,58 gp 2 sp
1,0,0,0,0,0 gp 0 sp
2,0,0,0,0,0 gp 0 sp
1,0,0,0,0,0 gp 0 sp
1,0,1,0,0,0 gp 0 sp
1,1,1,2,3,9 gp 0 sp
1,1,1,2,3,9 gp 0 sp
2,2,0,1,2,13 gp 5 sp
2,1,1,2,2,10 gp 2 sp
1,2,0,0,0,8 gp 4 sp
0,2,0,0,0,8 gp 4 sp
0,1,0,0,0,2 gp 8 sp
2,1,1,0,0,4 gp 8 sp
1,1,1,0,0,3 gp 0 sp
1,1,1,0,0,3 gp 0 sp
1,1,1,0,0,3 gp 0 sp
2,0,1,2,5,7 gp 8 sp
1,0,0,2,5,3 gp 0 sp
1,0,1,1,5,3 gp 9 sp
2,0,1,2,4,7 gp 2 sp
2,0,1,2,4,7 gp 2 sp
1,0,0,0,0,0 gp 0 sp
1,0,0,0,0,0 gp 0 sp
2,0,0,0,0,0 gp 0 sp
1,0,0,0,0,0 gp 0 sp
0,3,1,4,6,48 gp 0 sp
1,3,2,3,6,58 gp 5 sp
7,1,0,0,6,3 gp 2 sp
1,0,1,4,5,10 gp 2 sp
1,0,2,4,5,19 gp 6 sp
1,0,2,3,5,11 gp 1 sp
1,0,1,3,4,7 gp 5 sp
0,0,0,2,4,4 gp 4 sp
0,0,0,1,4,3 gp 0 sp
0,0,0,2,3,4 gp 0 sp
0,0,0,2,3,4 gp 0 sp
2,0,1,4,2,10 gp 2 sp
2,0,1,5,2,9 gp 2 sp
2,0,1,4,1,9 gp 6 sp
6,2,1,1,12,41 gp 5 sp
5,2,0,2,12,26 gp 0 sp
2,2,2,0,3,26 gp 0 sp
2,1,2,0,2,9 gp 0 sp
2,1,2,0,2,9 gp 0 sp
2,2,2,0,2,25 gp 2 sp
0,0,0,1,7,4 gp 2 sp
0,0,0,2,7,5 gp 6 sp
0,0,1,1,6,5 gp 8 sp
0,0,0,2,6,5 gp 2 sp
0,1,1,11,29,39 gp 8 sp
4,0,0,4,3,5 gp 4 sp
4,0,0,5,2,3 gp 8 sp
0,0,0,6,4,12 gp 5 sp
0,0,0,6,3,12 gp 0 sp
11,7,3,6,20,54 gp 0 sp
2,1,1,0,0,4 gp 8 sp
1,1,0,0,0,0 gp 0 sp
1,0,0,0,0,0 gp 0 sp
2,1,1,0,0,4 gp 8 sp
2,1,1,0,0,4 gp 8 sp
3,1,2,1,0,5 gp 7 sp
2,0,2,1,0,5 gp 7 sp
2,0,1,1,0,0 gp 0 sp
2,0,1,1,0,0 gp 0 sp
2,0,2,1,0,5 gp 7 sp
1,1,0,1,6,5 gp 7 sp
0,1,0,0,6,5 gp 2 sp
1,2,0,0,6,12 gp 0 sp
1,1,0,0,5,3 gp 0 sp
1,1,0,1,5,5 gp 1 sp
0,3,0,7,20,39 gp 8 sp
3,0,2,3,8,18 gp 0 sp
4,0,2,4,8,23 gp 2 sp
3,0,2,4,8,20 gp 8 sp
4,3,1,4,3,57 gp 0 sp
4,2,1,3,2,28 gp 4 sp
0,3,0,4,11,48 gp 0 sp
0,2,0,4,11,36 gp 8 sp
0,2,0,0,8,17 gp 4 sp
0,1,0,0,7,5 gp 6 sp
0,1,0,0,7,5 gp 6 sp
0,1,0,0,7,5 gp 6 sp
2,0,1,0,6,4 gp 2 sp
2,1,1,0,6,8 gp 4 sp
2,1,1,0,6,8 gp 4 sp
2,1,1,0,5,7 gp 8 sp
1,0,2,0,5,4 gp 8 sp
2,0,0,2,5,4 gp 8 sp
2,0,0,3,5,6 gp 9 sp
2,0,0,3,5,6 gp 9 sp
1,0,0,3,5,5 gp 1 sp
2,0,0,3,4,6 gp 3 sp
0,0,0,0,5,1 gp 0 sp
0,0,0,0,5,1 gp 0 sp
0,0,0,0,4,0 gp 8 sp
0,0,0,0,4,0 gp 8 sp
0,0,0,0,4,0 gp 8 sp
0,0,3,0,10,5 gp 0 sp
0,0,2,0,9,3 gp 8 sp
0,0,2,0,9,3 gp 8 sp
8,0,8,12,3,30 gp 5 sp
0,1,0,2,0,5 gp 6 sp
1,1,0,2,0,4 gp 2 sp
0,1,0,2,0,5 gp 6 sp
1,1,0,1,0,0 gp 0 sp
1,1,0,2,0,4 gp 2 sp
7,0,8,12,18,36 gp 5 sp
0,1,0,1,0,4 gp 2 sp
0,1,0,1,0,4 gp 2 sp
0,1,1,0,0,4 gp 8 sp
0,1,0,0,0,2 gp 8 sp
0,0,0,1,0,1 gp 4 sp
5,0,0,8,8,7 gp 5 sp
6,0,0,7,7,6 gp 8 sp
0,0,0,1,4,3 gp 0 sp
0,0,1,1,4,5 gp 0 sp
0,1,0,2,4,10 gp 8 sp
0,0,0,2,4,4 gp 4 sp
0,0,0,1,3,2 gp 6 sp
3,1,2,1,9,18 gp 8 sp
3,0,3,0,9,14 gp 4 sp
4,0,3,1,8,18 gp 8 sp
2,0,0,0,3,0 gp 0 sp
2,1,0,0,3,3 gp 6 sp
2,0,0,0,3,0 gp 0 sp
2,1,0,0,3,3 gp 6 sp
0,0,8,0,0,8 gp 0 sp
2,0,0,2,0,0 gp 0 sp
3,0,0,2,0,0 gp 0 sp
3,0,0,3,0,0 gp 0 sp
3,0,0,2,0,0 gp 0 sp
0,0,1,3,0,9 gp 3 sp
0,0,0,2,0,2 gp 8 sp
0,0,1,3,0,9 gp 3 sp
0,0,2,3,9,17 gp 7 sp
0,0,2,3,9,17 gp 7 sp
0,0,2,4,9,26 gp 4 sp
5,0,3,2,8,18 gp 0 sp
4,0,3,3,8,24 gp 4 sp
1,0,0,3,1,0 gp 0 sp
0,1,0,2,0,5 gp 6 sp
0,1,3,0,6,16 gp 8 sp
0,0,2,0,5,3 gp 0 sp
0,0,3,0,5,4 gp 0 sp
0,2,0,2,0,16 gp 8 sp
0,2,0,2,0,16 gp 8 sp
0,2,0,2,0,16 gp 8 sp
3,0,3,0,4,4 gp 8 sp
2,0,3,0,3,8 gp 4 sp
2,0,3,0,3,8 gp 4 sp
0,0,2,3,4,14 gp 7 sp
0,0,2,2,3,12 gp 0 sp
0,0,2,3,3,14 gp 1 sp
2,1,4,0,0,20 gp 4 sp
2,0,4,0,0,9 gp 6 sp
1,1,3,0,1,9 gp 6 sp
0,2,2,0,1,19 gp 2 sp
1,1,3,0,0,9 gp 0 sp
0,0,1,2,1,5 gp 2 sp
0,0,0,2,0,2 gp 8 sp
0,0,0,2,0,2 gp 8 sp
0,0,1,2,0,4 gp 8 sp
1,0,1,2,0,3 gp 0 sp
1,0,1,3,7,9 gp 3 sp
0,0,0,3,6,9 gp 9 sp
0,0,0,4,6,12 gp 0 sp
0,0,0,3,6,9 gp 9 sp
1,0,0,0,3,0 gp 0 sp
1,0,0,0,3,0 gp 0 sp
0,0,0,1,3,2 gp 6 sp
